sorszam,kod,rovid_nev,nev,iranyitoszam,varos,utca,telefon1,telefon2,telefon3,email,web,kulfoldi,ugyintezo,vevo_fokonyv,szallito_fokonyv,adoszam,vevo_tartozik,vevo_kovetel,szallito_tartozik,szallito_kovetel,maganjellegu,nev2,nev3,telefon4,vezeto,ugyintezo2,levelcim,level_irszam,level_varos,level_utca,level_szoveg,level_megjegyzes1,level_megjegyzes2,telefon1_tipus_sorszam,telefon2_tipus_sorszam,telefon3_tipus_sorszam,telefon4_tipus_sorszam,orszag,forma,telefon1_tipus,telefon2_tipus,telefon3_tipus,telefon4_tipus,telefon1_tipus_nev,telefon2_tipus_nev,telefon3_tipus_nev,telefon4_tipus_nev,vevo_fok,vevo_fok_nev,vevo_szamlatipus,szallito_fok,szallito_fok_nev,szall_szamlatipus,kulso_kod,jelleg_kod,jelleg_nev,jelleg,tipus_kod,tipus_nev,tipus,gln,vpid
5860,100768,Elektro Markt Msz.Ke,Elektro Markt Msz.Ker. Rt,6000,Kecskemét,Dunaföldvári ut1.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5861,100769,Elektro Star Kft,Elektro Star Kft,6000,Kecskemét,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5862,100770,Elektro-Merkator Kft,Elektro-Merkator Kft,6100,Kiskunfélegyháza,Kossuth u.10,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5863,100771,Tiszafa Kft.,Tiszafa Kft.,1144,Budapest,Szlatina u. 5. ,,,,,,0,Tolnai János-Apostag,,,,,,,,0,,,,,30/2827412,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5864,100772,Elit-Group Kft,Elit-Group Kft,6000,Kecskemét,Biharu.8.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5865,100773,Empire Ingatlanforg.,Empire Ingatlanforg. s Bef.,6000,Kecskemét,Kisfaludy u.3.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5866,100774,Endre István,Endre István,6132,Móricgát,Felsõ 102.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5867,100775,Endre János,Endre János,6116,Fülöpjakab,Sport u. 4.,06-30/4830-808,,,,,0,,,,75815923123,,,,,0,,,,,,0,,,,,,1548438,5,,,,1,,05,,,,Rádiótelefon,,,,,,,,,,,,,,,,,,
5868,100776,Endre János,Endre János,6100,Kiskunfélegyháza,IV.Ker.49.-50.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,100777,Endre János Józsefné,Endre János Józsefné,6100,Kiskunfélegyháza,Akácfa u.50.,06 20 451-7116,,,,,0,,,,75842628123,,,,,0,,,,,,0,,,,,,1398295,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5870,100778,Endre László,Endre László,6114,Bugac,Rózsa u. 29.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5871,100779,Endre  Lászlóné,Endre  Lászlóné,6114,Bugac,Alsmonostor 172.,76/720-219,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5872,100780,Endrész Antal,Endrész Antal,6098,Tass,Dózsa Gy u14,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5873,100781,Endrész Antalné,Endrész Antalné,6098,Tass,Dózsa Gy.u. 14.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5874,100782,Énekes Gábor,Énekes Gábor,2944,Bana,Jókai út 10.,30/396-29-84,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5875,100783,Énisz Konrád,Énisz Konrád,6326,Harta,Gallé Tibor u. 40.,20/988-5699,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5876,100784,Énisz Péter,Énisz Péter,6326,Harta,Templom u 176,20/9885-699,78/407-227,,,,0,,,,,,,,,0,,,,,,0,,,,,,,5,1,,,,,05,01,,,Rádiótelefon,Hivatali telefon,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5877,100785,Nagy B.András,Nagy B.András,5474,Tiszasas,Kossuth u.54.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5878,100786,Eperjes János,Eperjesi János,6134,Kömpöc,Kossuth u.266134,70-2977857,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5879,100787,Ép-TRADE Kft,ÉP-TRADE Kft,6100,Kiskunfélegyháza,Izsáki u.,76/466-733,,,,,0,,,,11977081203,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,,,,,
5880,100788,Erd Bt.,Erd Bt.,2750,Nagykõrös,Csukás Dûlõ,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5881,100789,Erdei Ferenc Szövetk,Erdei Ferenc Szövetkezet,6326,Harta,Kékesi u.3-5 Pf:4,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5882,100790,Erdélyi Imre,Erdélyi Imre,6400,Kiskunhalas,Fels?regszl u. 116/a,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5883,100791,Erdész Ádám,Erdész Ádám,6133,Jászszentlászló,Rákóczi u. 2.,77/492-034,77/492-056,,,,0,,,,,,,,,0,,,,,,0,,,,,,,1,3,,,,,01,03,,,Hivatali telefon,Otthoni telefon,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5884,100792,Erfu-97 Kft,Erfu-97 Kft,2370,Dabas,József A.uT 114,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5885,100793,Erica 99 Bt.,Erica 99 Bt.,6771,Szeged-Szõreg,Szerb u.72.,62/407-408,20/200-9186,,szel.jozsef.bolt@gmail.com,,0,,,,20385598206,,,,,0,,,,,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5886,100794,ERIX Biztositsközvet,ERIX Biztositsközvet.és Tan.Kft,1089,Budapest,Elnök u. 1.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5887,100795,Erste Bank,Erste Bank,6000,Kecskemét,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5888,100796,ESSO Hungaria Kft,ESSO Hungaria Kft,1848,Budapest,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5889,100797,Eszik István,Eszik István,6100,Kiskunfélegyháza,Illésházy u. 45.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5890,100798,Túri Lászlóné,Túri Lászlóné,6640,Csongrád,Perczel M.u.13.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5891,100799,Eszteró és Lányai,Eszteró és Lányai Bt.,2200,Monor,Bánffy D.u.11.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5892,100800,Euroinvest Kft,Euroinvest Kft,6000,Kecskemét,Klauzl G.Tr 7,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5893,100801,Euro-Profil Kecskemé,Euro-Profil Kecskemét Kft,6000,Kecskemét,Csongrádi u.6.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5894,100802,Euro-profil Szerviz ,Euro-profil Szerviz Kft,1173,Budapest,Hatrhalom u,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5895,100803,Eurotrust Consult Kf,Eurotrust Consult Kft.,2600,Vác,Cirok u. 2. ,27/303-540,,,,,0,,,,10226140213,,,,,0,,,,,,0,,,,,,,2,,,,,,02,,,,Hivatali fax,,,,,,,,,,,NRM,Normál,1,Ü,Üzem,59,,
5896,100804,Export-Import Ker.Kf,Export-Import Ker. Kft.,6000,Kecskemét,Kurucz krt. 8.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,,,,,
5897,100805,Express Kiadó Rt,Express Kiadó Rt,1146,Budapest,Erzsébet Királynõ utja 1,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5898,100806,Express Rolling Kft,Express Rolling Kft,6000,Kecskemét,Mária krt.4.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5899,100807,Extrafon Polus,Extrafon Polus,6000,Kecskemét,Dunaflödvári u. 1.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5900,100808,Ezerjó Gazdabolt Kft,Ezerjó Gazdabolt Kft.,7100,Szekszárd,Bri Balogh dm u. 60. 30,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5901,100809,Fabián Andrásné,Fabián Andrásné,6090,Kunszentmiklós,Bib Károly t 3.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5902,100810,Fábián Antal,Fábián Antal,2344,Dömsöd,Árpád u.6.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5903,100811,Fábián Gyöngyi,Fábián Gyöngyi,6100,Kiskunfélegyháza,Móra tér 10. ,70/457-93-70,30/577-3598,,,,0,,1091,,65013890123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,311,Belföldi követelések,3,,,,,NRM,Normál,1,T,Termelõ,57,,
5904,100812,Fábián Ignác,Fábián Ignác,2659,Érsekvadkert,Árpád u.5.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5905,100813,Fábián Imre,Fábián Imre,6080,Szabadszállás,Mester u.23,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5906,100814,Fábián Imréné,Fábián Imréné,6033,Városföld,Felszabadulás u.51.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,100815,Fábián István,Fábián István,6116,Fülöpjakab,T.194.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5908,100816,Fábián János,Fábián János,2344,Dömsöd,Bíró u. 22.,70/946-9338,,,,,0,,,,59148089133,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5909,100817,Fábián László Zoltán,Fábián László Zoltán,6114,Bugac,Rózsa u.35.,70/935-4948,,,,,0,,,,78643411123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5910,100818,Cseh György,Cseh György,5475,Csépa,Béke u.53.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5911,100819,Falat Bt.,Falat Bt.,2310,Szigetszentmiklós,Nap u.2,06-24/517-540,06-30/94-24-175,,,,0,,,,,,,,,0,,,,,,0,,,,,,,1,5,,,,,01,05,,,Hivatali telefon,Rádiótelefon,,,,,,,,,,,,,,,,,
5912,100820,Falusi Jánosné,Falusi Jánosné,6044,Hetényegyháza,Szõlõfürt u.17,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5913,100821,Family-Coop Kft,Family-Coop Kft,6000,Kecskemét,József Attila u.17/a,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5914,100822,Fannigold Kft,Fannigold Kft,6230,Soltvadkert,Bocskai u. 56.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5915,100823,Faragó Antal,Faragó Antal,6066,Tiszaalpár,Vasút körzet  5.,76/715-916,,,,,0,,,,78603903123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5916,100824,Faragó Csaba,Faragó Csaba,5820,Mezõhegyes,Mártírok u. 71/A.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5917,100825,Faragó Ede,Faragó Ede,6000,Kecskemét,VitézJánosu.12.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5918,100826,Ordasi Gábor,Ordasi Gábor,6041,Kerekegyháza,Kölcsey u.38.,371-608,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5919,100827,Faragó György,Faragó György,6034,Helvécia,Korbonközi D.57,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5920,100828,Faragó Györgyné,Faragó Györgyné,6034,Helvécia,Korbnkzi D.57,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5921,100829,Faragó Henrikné,Faragó Henrikné,6647,Csanytelek,Csongrádi u. 18.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5922,100830,Faragó István,Faragó István,6211,Kaskantyú,II.Ker. 108,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5923,100831,Faragó István,Faragó István,6041,Kerekegyháza,DózsaGy.u.153/B.,30-2843336,,,,,0,,,,75827601123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5924,100832,Faragó István,Faragó István,6066,Tiszaalpár,Iskola u.4.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5925,100833,Faragó Jenõ,Faragó Jenõ,6116,Fülöpjakab,T.188/A.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5926,100834,Faragó Józsefné,Faragó Józsefné,6647,Csanytelek,E.84,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5927,100835,Faragó Lajos,Faragó Lajos,6060,Tiszakécske,Kerekdomb 38.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5928,100836,Faragóné Székely Ágn,Faragóné Székely Ágnes,6041,Kerekegyháza,Dózsa Gy.u.153,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5929,100837,Farkas Ferencné,Farkas Ferencné,6000,Kecskemét,Semmelweis u.2.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5930,100838,Farkas Gábor,Farkas Gábor,6034,Helvécia,Köncsög Tanya 36.,20/391-24-77,,,,,0,,,,78620939123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5931,100839,Farkas István,Farkas István,2713,Csemõ,VI.ker.Fakan Dûlõ.4,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5932,100840,Jeszenszky Éva,Jeszenszky Éva,2167,Vácduka,Kossuth u.74.,70/5918627,megszüntetve,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5933,100841,Farkas József,Farkas József,6764,Balástya,Gajgonya 528.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5934,100842,Farkas József,Farkas József,2890,Tata,Nagykert t 19.,30/396-29-84,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5935,100843,Farkas Károly,Farkas Károly,6133,Jászszentlászló,Fõ ut 9.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5936,100844,Farkas Károly,Farkas Károly,6132,Móricgát,Szent István u.39,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5937,100845,Farkas László,Farkas László,6115,Fülöpjakab,T.121,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5938,100846,Peng-Farm kft,Peng-Farm Kft,2768,Újszilvás,Abonyi út 433.,20/9364-873,53/587-523,53/587-524,,,0,,,,13223603213,,,,,0,,,,Kiss Pál,,0,,,,,BB.Rt. 10104260-49276000-01000007,,5,2,1,,,,05,02,01,,Rádiótelefon,Hivatali fax,Hivatali telefon,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5939,100847,Farkas László,Farkas László,6334,Géderlak,Tavasz u. 7.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5940,100848,Farkas László,Farkas László,6792,Zsombó,Gárdonyi u. 8,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
